Target_Status,Target_Plant,Target_Group,Target_Class,Target_Storage_Loc,Target_Mat_Grp,Target_MRP_Type,Target_Qty,Target_Weight,Target_Cost,Target_Safety_Stock,Target_Volume,Target_Ref_ID,Target_Description,Target_Batch_Id
99,PLANT_TX,GRP_A,CLASS_2,SL_OBS,MG_ME,VB,68,47,441,21,75,REF-55258_LEG,Item_Desc_819 [MIG],B934-2024
20,PLANT_CA,GRP_B,CLASS_2,SL_003,MG_CH,VB,39,44,177,11,28,REF-55687_LEG,Item_Desc_765 [MIG],B297-2024
10,PLANT_NY,GRP_B,CLASS_3,SL_003,MG_CH,VB,58,21,575,13,26,REF-63054_LEG,Item_Desc_60 [MIG],B112-2024
99,PLANT_NY,GRP_C,CLASS_3,SL_002,MG_EL,VB,12,33,296,16,68,REF-81313_LEG,Item_Desc_910 [MIG],B360-2024
20,PLANT_CA,GRP_C,CLASS_1,SL_001,MG_EL,VB,47,35,217,20,76,REF-63819_LEG,Item_Desc_63 [MIG],B924-2024
99,PLANT_NY,GRP_C,CLASS_3,SL_003,MG_CH,PD,26,23,535,26,87,REF-45827_LEG,Item_Desc_315 [MIG],B563-2024
99,PLANT_TX,GRP_C,CLASS_2,SL_003,MG_EL,ND,78,23,473,30,8,REF-61700_LEG,Item_Desc_786 [MIG],B334-2024
20,PLANT_CA,GRP_C,CLASS_3,SL_001,MG_EL,VB,56,22,329,10,10,REF-67399_LEG,Item_Desc_309 [MIG],B909-2024
99,PLANT_TX,GRP_C,CLASS_1,SL_002,MG_CH,VB,14,26,241,17,102,REF-91227_LEG,Item_Desc_648 [MIG],B465-2024
99,PLANT_CA,GRP_C,CLASS_3,SL_OBS,MG_ME,PD,52,22,568,17,91,REF-34827_LEG,Item_Desc_977 [MIG],B339-2024
20,PLANT_TX,GRP_B,CLASS_3,SL_003,MG_ME,VB,81,50,268,21,9,REF-25564_LEG,Item_Desc_249 [MIG],B782-2024
20,PLANT_CA,GRP_A,CLASS_3,SL_OBS,MG_EL,VB,44,26,453,12,9,REF-70901_LEG,Item_Desc_640 [MIG],B180-2024
10,PLANT_CA,GRP_A,CLASS_1,SL_001,MG_EL,ND,20,41,479,15,17,REF-71367_LEG,Item_Desc_868 [MIG],B979-2024
10,PLANT_CA,GRP_C,CLASS_1,SL_001,MG_CH,PD,100,40,260,30,55,REF-85786_LEG,Item_Desc_317 [MIG],B674-2024
10,PLANT_TX,GRP_B,CLASS_3,SL_001,MG_EL,PD,100,22,481,26,39,REF-48142_LEG,Item_Desc_516 [MIG],B495-2024
20,PLANT_TX,GRP_C,CLASS_1,SL_003,MG_EL,VB,38,35,323,24,72,REF-75607_LEG,Item_Desc_604 [MIG],B225-2024
99,PLANT_NY,GRP_C,CLASS_2,ERROR_LOC,MG_CH,ND,48,33,199,10,30,REF-95297_LEG,Item_Desc_854 [MIG],B350-2024
99,PLANT_CA,GRP_B,CLASS_2,SL_001,MG_CH,PD,42,39,347,28,10,REF-39921_LEG,Item_Desc_181 [MIG],B213-2024
10,PLANT_TX,GRP_B,CLASS_1,SL_003,MG_ME,PD,2,49,324,20,79,REF-46575_LEG,Item_Desc_106 [MIG],B917-2024
10,PLANT_NY,GRP_A,CLASS_1,SL_003,MG_ME,VB,68,35,309,20,23,REF-86859_LEG,Item_Desc_698 [MIG],B875-2024
10,PLANT_CA,GRP_C,CLASS_3,SL_002,MG_CH,PD,7,48,322,17,72,REF-31785_LEG,Item_Desc_424 [MIG],B176-2024
20,PLANT_NY,GRP_C,CLASS_3,SL_003,MG_ME,ND,54,44,256,12,90,REF-75565_LEG,Item_Desc_505 [MIG],B744-2024
99,PLANT_NY,GRP_C,CLASS_3,SL_002,MG_EL,ND,25,27,482,12,20,REF-57535,Item_Desc_886 [MIG],B585-2024
20,PLANT_CA,GRP_A,CLASS_2,SL_002,MG_EL,PD,33,48,477,27,73,REF-61332_LEG,Item_Desc_866 [MIG],B963-2024
99,PLANT_NY,GRP_B,CLASS_2,SL_OBS,MG_CH,ND,59,30,487,11,91,REF-58771_LEG,Item_Desc_993 [MIG],B324-2024
10,PLANT_CA,GRP_A,CLASS_2,SL_001,MG_ME,PD,80,37,530,24,93,REF-89364_LEG,Item_Desc_679 [MIG],B621-2024
20,PLANT_NY,GRP_A,CLASS_3,SL_OBS,MG_EL,VB,33,33,390,23,59,REF-96942_LEG,Item_Desc_97 [MIG],B732-2024
20,PLANT_NY,GRP_A,CLASS_2,SL_OBS,MG_ME,VB,82,19,511,20,33,REF-68610_LEG,Item_Desc_875 [MIG],B712-2024
10,PLANT_CA,GRP_B,CLASS_3,SL_OBS,MG_ME,VB,14,32,218,24,67,REF-86576_LEG,Item_Desc_268 [MIG],B457-2024
20,PLANT_NY,GRP_B,CLASS_1,SL_OBS,MG_ME,VB,75,19,268,18,40,REF-43426_LEG,Item_Desc_261 [MIG],B193-2024
20,PLANT_CA,GRP_B,CLASS_2,SL_OBS,MG_CH,ND,19,27,309,17,91,REF-39246_LEG,Item_Desc_462 [MIG],B140-2024
99,PLANT_TX,GRP_A,CLASS_2,SL_002,MG_ME,PD,27,26,157,20,96,REF-48623_LEG,Item_Desc_400 [MIG],B646-2024
99,PLANT_NY,GRP_A,CLASS_2,SL_002,MG_ME,VB,83,55,404,19,27,REF-59057_LEG,Item_Desc_597 [MIG],B720-2024
10,PLANT_CA,GRP_B,CLASS_1,SL_OBS,MG_ME,VB,3,29,204,24,100,REF-14391_LEG,Item_Desc_436 [MIG],B913-2024
99,PLANT_CA,GRP_A,CLASS_1,SL_OBS,MG_ME,VB,22,29,526,29,22,REF-98229_LEG,Item_Desc_415 [MIG],B366-2024
20,PLANT_NY,GRP_C,CLASS_3,SL_OBS,MG_CH,VB,69,32,514,17,21,REF-73014_LEG,Item_Desc_465 [MIG],B500-2024
20,PLANT_CA,GRP_A,CLASS_2,SL_003,MG_ME,PD,86,53,556,18,65,REF-98741_LEG,Item_Desc_197 [MIG],B341-2024
20,PLANT_CA,GRP_C,CLASS_3,SL_003,MG_ME,ND,34,27,240,24,48,REF-15858_LEG,Item_Desc_660 [MIG],B354-2024
99,PLANT_TX,GRP_A,CLASS_2,SL_001,MG_CH,ND,86,18,497,14,93,REF-41496_LEG,Item_Desc_699 [MIG],B155-2024
99,PLANT_NY,GRP_A,CLASS_2,SL_OBS,MG_EL,VB,66,17,269,22,99,REF-69537_LEG,Item_Desc_364 [MIG],B137-2024
10,PLANT_CA,GRP_B,CLASS_1,SL_001,MG_ME,PD,64,37,245,12,42,REF-18348_LEG,Item_Desc_14 [MIG],B265-2024
99,PLANT_CA,GRP_B,CLASS_3,SL_OBS,MG_CH,VB,98,43,205,10,84,REF-49181_LEG,Item_Desc_47 [MIG],B183-2024
20,PLANT_NY,GRP_B,CLASS_1,SL_OBS,MG_EL,ND,62,23,559,29,99,REF-49817_LEG,Item_Desc_539 [MIG],B185-2024
99,PLANT_CA,GRP_B,CLASS_1,SL_003,MG_EL,ND,38,41,528,30,102,REF-96310_LEG,Item_Desc_823 [MIG],B949-2024
99,PLANT_NY,GRP_C,CLASS_1,SL_002,MG_ME,ND,95,43,501,24,18,REF-37583_LEG,Item_Desc_25 [MIG],B971-2024
99,PLANT_TX,GRP_C,CLASS_2,SL_002,MG_CH,ND,66,15,452,14,16,REF-35807,Item_Desc_84 [MIG],B557-2024
99,PLANT_CA,GRP_A,CLASS_1,SL_002,MG_ME,VB,39,55,389,21,100,REF-15255_LEG,Item_Desc_78 [MIG],B584-2024
10,PLANT_TX,GRP_A,CLASS_2,SL_001,MG_CH,ND,26,30,505,26,88,REF-19105_LEG,Item_Desc_754 [MIG],B760-2024
20,PLANT_NY,GRP_A,CLASS_1,SL_001,MG_EL,VB,5,39,257,17,94,REF-71607_LEG,Item_Desc_509 [MIG],B306-2024
99,PLANT_TX,GRP_A,CLASS_3,SL_OBS,MG_ME,VB,23,47,371,12,91,REF-65990_LEG,Item_Desc_19 [MIG],B992-2024
20,PLANT_CA,GRP_A,CLASS_3,SL_001,MG_CH,VB,20,20,395,20,77,REF-11638_LEG,Item_Desc_669 [MIG],B397-2024
99,PLANT_TX,GRP_A,CLASS_3,SL_003,MG_CH,PD,78,39,172,26,49,REF-62823_LEG,Item_Desc_177 [MIG],B376-2024
20,PLANT_CA,GRP_C,CLASS_2,SL_OBS,MG_ME,VB,85,44,303,17,88,REF-72093_LEG,Item_Desc_932 [MIG],B846-2024
99,PLANT_NY,GRP_C,CLASS_3,SL_001,MG_EL,VB,52,26,402,17,98,REF-50116_LEG,Item_Desc_116 [MIG],B752-2024
99,PLANT_CA,GRP_B,CLASS_2,SL_003,MG_EL,ND,41,35,549,17,74,REF-75321_LEG,Item_Desc_341 [MIG],B390-2024
20,PLANT_CA,GRP_B,CLASS_1,SL_002,MG_EL,ND,12,31,233,30,28,REF-95216_LEG,Item_Desc_868 [MIG],B766-2024
10,PLANT_TX,GRP_A,CLASS_3,SL_001,MG_CH,ND,11,16,586,28,74,REF-78704_LEG,Item_Desc_525 [MIG],B372-2024
20,PLANT_CA,GRP_C,CLASS_1,SL_003,MG_ME,VB,31,17,512,15,72,REF-81915_LEG,Item_Desc_474,B878-2024
20,PLANT_TX,GRP_A,CLASS_2,SL_003,MG_ME,VB,18,44,449,11,34,REF-82314_LEG,Item_Desc_700 [MIG],B979-2024
99,PLANT_TX,GRP_B,CLASS_1,SL_002,MG_CH,VB,40,48,307,19,83,REF-18670_LEG,Item_Desc_299 [MIG],B795-2024
20,PLANT_TX,GRP_A,CLASS_3,SL_003,MG_CH,PD,18,45,155,15,24,REF-63736_LEG,Item_Desc_5 [MIG],B968-2024
99,PLANT_TX,GRP_A,CLASS_1,SL_001,MG_CH,PD,34,25,361,21,22,REF-56274_LEG,Item_Desc_521 [MIG],B640-2024
10,PLANT_TX,GRP_B,CLASS_3,ERROR_LOC,MG_CH,ND,69,53,422,18,33,REF-14205_LEG,Item_Desc_864 [MIG],B919-2024
20,PLANT_CA,GRP_A,CLASS_2,SL_002,MG_EL,PD,49,29,172,30,100,REF-73769_LEG,Item_Desc_662 [MIG],B201-2024
99,PLANT_CA,GRP_C,CLASS_2,SL_001,MG_ME,PD,9,41,540,20,67,REF-14481_LEG,Item_Desc_825 [MIG],B307-2024
99,PLANT_CA,GRP_A,CLASS_2,SL_001,MG_ME,VB,55,22,199,13,100,REF-63187_LEG,Item_Desc_7 [MIG],B103-2024
10,PLANT_TX,GRP_C,CLASS_2,SL_003,MG_EL,VB,17,52,226,15,18,REF-98166_LEG,Item_Desc_730 [MIG],B897-2024
20,PLANT_TX,GRP_A,CLASS_3,SL_003,MG_ME,PD,12,24,260,11,39,REF-92527_LEG,Item_Desc_725 [MIG],B465-2024
10,PLANT_TX,GRP_B,CLASS_3,SL_001,MG_ME,PD,62,16,401,14,15,REF-60624_LEG,Item_Desc_128 [MIG],B137-2024
99,PLANT_CA,GRP_A,CLASS_1,SL_001,MG_CH,VB,57,33,341,16,15,REF-23599_LEG,Item_Desc_345 [MIG],B906-2024
20,PLANT_NY,GRP_A,CLASS_3,SL_002,MG_ME,PD,30,26,458,16,10,REF-98410_LEG,Item_Desc_830 [MIG],B244-2024
20,PLANT_NY,GRP_B,CLASS_3,SL_003,MG_CH,ND,89,43,162,12,43,REF-59426_LEG,Item_Desc_825 [MIG],B920-2024
99,PLANT_CA,GRP_B,CLASS_1,SL_003,MG_CH,PD,75,47,583,27,47,REF-63983_LEG,Item_Desc_651 [MIG],B442-2024
20,PLANT_TX,GRP_C,CLASS_3,SL_002,MG_EL,VB,54,22,551,24,46,REF-65437_LEG,Item_Desc_777 [MIG],B562-2024
10,PLANT_CA,GRP_A,CLASS_2,SL_003,MG_CH,PD,75,40,459,27,48,REF-18026_LEG,Item_Desc_702 [MIG],B727-2024
10,PLANT_TX,GRP_A,CLASS_2,SL_001,MG_CH,VB,4,37,189,20,32,REF-12368_LEG,Item_Desc_244 [MIG],B915-2024
20,PLANT_CA,GRP_B,CLASS_2,SL_OBS,MG_EL,PD,32,46,499,17,26,REF-26749_LEG,Item_Desc_611 [MIG],B979-2024
20,PLANT_CA,GRP_A,CLASS_3,SL_003,MG_EL,VB,91,24,372,19,17,REF-68157_LEG,Item_Desc_845 [MIG],B676-2024
99,PLANT_CA,GRP_C,CLASS_3,SL_OBS,MG_CH,VB,38,41,532,10,76,REF-13495_LEG,Item_Desc_166 [MIG],B974-2024
10,PLANT_CA,GRP_C,CLASS_3,SL_003,MG_ME,PD,15,16,167,14,99,REF-62723,Item_Desc_479 [MIG],B799-2024
10,PLANT_CA,GRP_C,CLASS_2,SL_OBS,MG_EL,ND,12,17,180,16,62,REF-94682_LEG,Item_Desc_714 [MIG],B295-2024
10,PLANT_NY,GRP_C,CLASS_2,SL_001,MG_EL,ND,49,23,311,23,29,REF-30605_LEG,Item_Desc_687 [MIG],B476-2024
10,PLANT_TX,GRP_C,CLASS_1,SL_001,MG_EL,VB,75,30,207,16,44,REF-96286_LEG,Item_Desc_261 [MIG],B105-2024
99,PLANT_TX,GRP_C,CLASS_2,SL_003,MG_EL,VB,60,55,269,21,93,REF-64478_LEG,Item_Desc_954 [MIG],B414-2024
20,PLANT_TX,GRP_B,CLASS_1,SL_002,MG_ME,PD,77,22,288,10,57,REF-87314_LEG,Item_Desc_272 [MIG],B852-2024
10,PLANT_CA,GRP_A,CLASS_2,SL_OBS,MG_ME,VB,24,19,456,18,88,REF-40287_LEG,Item_Desc_306 [MIG],B150-2024
20,PLANT_TX,GRP_B,CLASS_1,SL_003,MG_CH,ND,96,21,271,26,47,REF-24681_LEG,Item_Desc_196 [MIG],B660-2024
99,PLANT_TX,GRP_B,CLASS_3,SL_OBS,MG_ME,ND,43,24,189,27,51,REF-67521_LEG,Item_Desc_381 [MIG],B280-2024
10,PLANT_NY,GRP_A,CLASS_3,SL_001,MG_EL,ND,42,55,247,26,63,REF-64540_LEG,Item_Desc_612 [MIG],B104-2024
99,PLANT_TX,GRP_A,CLASS_2,SL_OBS,MG_CH,PD,59,17,381,23,83,REF-79800_LEG,Item_Desc_574 [MIG],B670-2024
10,PLANT_CA,GRP_A,CLASS_1,SL_003,MG_CH,ND,41,49,213,22,22,REF-76417_LEG,Item_Desc_97 [MIG],B455-2024
10,PLANT_TX,GRP_B,CLASS_3,SL_001,MG_ME,VB,87,21,245,14,95,REF-18078_LEG,Item_Desc_112 [MIG],B486-2024
20,PLANT_TX,GRP_C,CLASS_2,SL_001,MG_ME,VB,7,20,203,21,38,REF-55996_LEG,Item_Desc_356 [MIG],B537-2024
10,PLANT_CA,GRP_A,CLASS_2,SL_OBS,MG_CH,PD,62,23,424,29,97,REF-62481_LEG,Item_Desc_308 [MIG],B117-2024
99,PLANT_CA,GRP_C,CLASS_1,SL_OBS,MG_EL,VB,86,53,487,30,95,REF-75693_LEG,Item_Desc_893 [MIG],B450-2024
10,PLANT_TX,GRP_B,CLASS_2,SL_OBS,MG_CH,VB,72,16,227,12,57,REF-19178_LEG,Item_Desc_200,B352-2024
20,PLANT_TX,GRP_A,CLASS_2,SL_002,MG_EL,ND,15,32,475,24,10,REF-17692_LEG,Item_Desc_402 [MIG],B312-2024
0,PLANT_CA,GRP_B,CLASS_1,SL_OBS,MG_CH,ND,87,26,282,13,57,REF-85087_LEG,Item_Desc_892 [MIG],B963-2024
20,PLANT_CA,GRP_A,CLASS_2,SL_OBS,MG_CH,VB,63,25,532,21,63,REF-60569_LEG,Item_Desc_91 [MIG],B936-2024
99,PLANT_CA,GRP_C,CLASS_1,SL_003,MG_CH,PD,96,28,283,20,66,REF-12136_LEG,Item_Desc_960 [MIG],B325-2024
99,PLANT_NY,GRP_B,CLASS_1,SL_002,MG_EL,ND,48,30,404,27,43,REF-84258_LEG,Item_Desc_572 [MIG],B783-2024
99,PLANT_TX,GRP_C,CLASS_2,SL_OBS,MG_EL,PD,13,32,431,30,68,REF-71760_LEG,Item_Desc_272 [MIG],B539-2024
20,PLANT_TX,GRP_A,CLASS_3,SL_OBS,MG_CH,PD,52,46,530,10,17,REF-45932_LEG,Item_Desc_987 [MIG],B270-2024
99,PLANT_TX,GRP_C,CLASS_2,ERROR_LOC,MG_CH,VB,57,21,390,23,14,REF-14760_LEG,Item_Desc_944 [MIG],B822-2024
0,PLANT_CA,GRP_C,CLASS_2,SL_003,MG_EL,VB,48,44,450,19,11,REF-28489_LEG,Item_Desc_259 [MIG],B310-2024
10,PLANT_CA,GRP_A,CLASS_3,SL_002,MG_CH,PD,5,51,589,28,70,REF-53074_LEG,Item_Desc_641 [MIG],B105-2024
10,PLANT_TX,GRP_B,CLASS_2,SL_003,MG_EL,ND,31,33,436,21,19,REF-47984_LEG,Item_Desc_413 [MIG],B349-2024
20,PLANT_CA,GRP_B,CLASS_2,SL_001,MG_EL,PD,61,54,249,16,45,REF-86334_LEG,Item_Desc_355 [MIG],B424-2024
99,PLANT_TX,GRP_B,CLASS_3,SL_001,MG_ME,VB,50,30,176,12,50,REF-84669_LEG,Item_Desc_927 [MIG],B778-2024
20,PLANT_NY,GRP_B,CLASS_2,SL_002,MG_ME,ND,24,23,279,28,79,REF-94491_LEG,Item_Desc_896 [MIG],B994-2024
20,PLANT_TX,GRP_B,CLASS_3,SL_002,MG_CH,VB,92,54,369,14,21,REF-23271_LEG,Item_Desc_839 [MIG],B437-2024
99,PLANT_TX,GRP_A,CLASS_2,SL_002,MG_EL,VB,97,27,553,12,8,REF-36012_LEG,Item_Desc_981 [MIG],B330-2024
99,PLANT_TX,GRP_B,CLASS_1,SL_001,MG_CH,VB,27,20,167,12,89,REF-61879_LEG,Item_Desc_907 [MIG],B294-2024
10,PLANT_NY,GRP_A,CLASS_3,SL_003,MG_ME,ND,79,39,260,25,54,REF-59911_LEG,Item_Desc_25 [MIG],B833-2024
20,PLANT_TX,GRP_A,CLASS_3,SL_002,MG_ME,PD,30,48,488,16,46,REF-19495_LEG,Item_Desc_92 [MIG],B800-2024
99,PLANT_TX,GRP_B,CLASS_1,SL_001,MG_CH,VB,8,47,554,27,61,REF-36587_LEG,Item_Desc_91 [MIG],B136-2024
10,PLANT_NY,GRP_C,CLASS_2,SL_OBS,MG_ME,VB,75,31,379,15,32,REF-24981_LEG,Item_Desc_515 [MIG],B488-2024
99,PLANT_CA,GRP_B,CLASS_3,SL_OBS,MG_CH,PD,2,16,488,14,9,REF-49851_LEG,Item_Desc_285 [MIG],B895-2024
10,PLANT_TX,GRP_C,CLASS_2,SL_OBS,MG_ME,VB,48,39,308,16,14,REF-27147_LEG,Item_Desc_330 [MIG],B795-2024
20,PLANT_TX,GRP_C,CLASS_1,SL_001,MG_EL,VB,41,47,516,12,78,REF-94304_LEG,Item_Desc_23 [MIG],B708-2024
20,PLANT_TX,GRP_C,CLASS_1,SL_003,MG_ME,VB,43,27,463,21,86,REF-13327_LEG,Item_Desc_243 [MIG],B580-2024
10,PLANT_NY,GRP_C,CLASS_1,SL_002,MG_ME,PD,94,26,258,21,37,REF-45059_LEG,Item_Desc_266 [MIG],B317-2024
20,PLANT_NY,GRP_C,CLASS_2,SL_002,MG_ME,PD,19,51,241,26,50,REF-64944_LEG,Item_Desc_414 [MIG],B435-2024
20,PLANT_CA,GRP_B,CLASS_2,SL_003,MG_EL,ND,4,49,290,27,25,REF-84048_LEG,Item_Desc_863 [MIG],B640-2024
99,PLANT_TX,GRP_A,CLASS_1,SL_003,MG_ME,PD,13,20,245,14,102,REF-44246_LEG,Item_Desc_694 [MIG],B206-2024
20,PLANT_NY,GRP_C,CLASS_3,SL_001,MG_ME,PD,58,29,559,11,14,REF-38738_LEG,Item_Desc_608 [MIG],B846-2024
10,PLANT_NY,GRP_A,CLASS_1,SL_OBS,MG_EL,ND,29,23,392,28,81,REF-20579_LEG,Item_Desc_9 [MIG],B813-2024
99,PLANT_NY,GRP_B,CLASS_2,SL_OBS,MG_ME,PD,41,32,166,19,82,REF-33469_LEG,Item_Desc_726 [MIG],B842-2024
99,PLANT_TX,GRP_A,CLASS_3,SL_002,MG_EL,ND,40,21,228,30,81,REF-74285_LEG,Item_Desc_868 [MIG],B360-2024
10,PLANT_NY,GRP_A,CLASS_2,SL_001,MG_ME,PD,90,55,435,19,84,REF-79358_LEG,Item_Desc_690 [MIG],B708-2024
99,PLANT_CA,GRP_A,CLASS_1,SL_001,MG_EL,PD,9,43,559,26,92,REF-55838_LEG,Item_Desc_193 [MIG],B583-2024
10,PLANT_CA,GRP_A,CLASS_1,SL_003,MG_ME,VB,13,40,212,23,39,REF-20691_LEG,Item_Desc_569 [MIG],B266-2024
20,PLANT_CA,GRP_A,CLASS_1,SL_003,MG_EL,ND,70,17,175,12,40,REF-86645_LEG,Item_Desc_66 [MIG],B546-2024
10,PLANT_NY,GRP_C,CLASS_1,SL_OBS,MG_CH,ND,40,51,503,16,15,REF-86775_LEG,Item_Desc_293 [MIG],B974-2024
99,PLANT_NY,GRP_B,CLASS_3,SL_001,MG_EL,PD,70,55,545,10,34,REF-71863_LEG,Item_Desc_434 [MIG],B356-2024
10,PLANT_CA,GRP_C,CLASS_1,SL_OBS,MG_CH,VB,42,32,518,18,17,REF-86453_LEG,Item_Desc_928 [MIG],B446-2024
10,PLANT_TX,GRP_A,CLASS_2,SL_002,MG_CH,ND,76,43,419,26,32,REF-54538_LEG,Item_Desc_497 [MIG],B290-2024
99,PLANT_NY,GRP_C,CLASS_2,SL_001,MG_EL,ND,23,48,535,30,32,REF-21644_LEG,Item_Desc_115 [MIG],B192-2024
99,PLANT_CA,GRP_A,CLASS_2,SL_OBS,MG_CH,ND,12,48,484,28,16,REF-60425_LEG,Item_Desc_539 [MIG],B848-2024
99,PLANT_NY,GRP_B,CLASS_1,SL_OBS,MG_EL,ND,29,43,290,15,40,REF-85041_LEG,Item_Desc_552 [MIG],B144-2024
10,PLANT_CA,GRP_C,CLASS_3,SL_003,MG_EL,PD,79,16,508,14,91,REF-80146_LEG,Item_Desc_700 [MIG],B240-2024
10,PLANT_TX,GRP_A,CLASS_2,SL_001,MG_EL,PD,41,32,296,17,51,REF-21470_LEG,Item_Desc_754 [MIG],B727-2024
99,PLANT_TX,GRP_B,CLASS_1,SL_001,MG_EL,PD,21,25,576,26,7,REF-54707_LEG,Item_Desc_180 [MIG],B534-2024
10,PLANT_TX,GRP_C,CLASS_2,SL_OBS,MG_EL,PD,65,36,493,26,95,REF-46706_LEG,Item_Desc_101 [MIG],B418-2024
99,PLANT_NY,GRP_A,CLASS_1,SL_OBS,MG_ME,VB,25,31,218,21,84,REF-18891_LEG,Item_Desc_839 [MIG],B946-2024
10,PLANT_TX,GRP_B,CLASS_1,SL_002,MG_ME,VB,50,48,228,11,90,REF-36872_LEG,Item_Desc_493 [MIG],B758-2024
20,PLANT_NY,GRP_C,CLASS_2,SL_OBS,MG_EL,VB,44,17,174,30,78,REF-41296_LEG,Item_Desc_113 [MIG],B149-2024
20,PLANT_TX,GRP_B,CLASS_3,SL_002,MG_ME,PD,88,16,338,29,45,REF-53270_LEG,Item_Desc_16,B649-2024
20,PLANT_TX,GRP_C,CLASS_2,SL_OBS,MG_ME,PD,27,48,411,20,34,REF-42911_LEG,Item_Desc_306 [MIG],B853-2024
10,PLANT_NY,GRP_B,CLASS_3,SL_001,MG_ME,ND,50,53,231,24,83,REF-95419_LEG,Item_Desc_897 [MIG],B338-2024
10,PLANT_NY,GRP_B,CLASS_3,SL_002,MG_ME,VB,29,43,586,16,16,REF-97491_LEG,Item_Desc_584 [MIG],B218-2024
99,PLANT_TX,GRP_B,CLASS_2,SL_003,MG_CH,PD,74,35,422,23,28,REF-17107_LEG,Item_Desc_998 [MIG],B554-2024
10,PLANT_NY,GRP_C,CLASS_3,SL_003,MG_ME,ND,87,44,441,12,52,REF-39061_LEG,Item_Desc_921 [MIG],B686-2024
10,PLANT_NY,GRP_A,CLASS_3,SL_002,MG_CH,PD,17,44,376,29,34,REF-60185_LEG,Item_Desc_810 [MIG],B829-2024
99,PLANT_TX,GRP_B,CLASS_2,SL_001,MG_CH,VB,84,28,291,20,13,REF-14508_LEG,Item_Desc_279 [MIG],B440-2024
10,PLANT_CA,GRP_C,CLASS_1,SL_002,MG_ME,VB,92,30,557,17,82,REF-12776_LEG,Item_Desc_407 [MIG],B750-2024
10,PLANT_TX,GRP_B,CLASS_2,SL_003,MG_ME,PD,28,18,593,28,50,REF-87048_LEG,Item_Desc_892 [MIG],B979-2024
99,PLANT_NY,GRP_C,CLASS_3,SL_002,MG_CH,PD,90,33,239,20,48,REF-87862_LEG,Item_Desc_467 [MIG],B338-2024
99,PLANT_CA,GRP_A,CLASS_1,SL_002,MG_CH,ND,89,39,376,21,93,REF-19154_LEG,Item_Desc_492 [MIG],B977-2024
20,PLANT_TX,GRP_C,CLASS_1,SL_001,MG_CH,VB,82,17,268,13,54,REF-57261_LEG,Item_Desc_733 [MIG],B646-2024
10,PLANT_TX,GRP_A,CLASS_3,SL_003,MG_ME,VB,10,26,254,22,81,REF-57230_LEG,Item_Desc_502 [MIG],B671-2024
10,PLANT_NY,GRP_C,CLASS_3,SL_OBS,MG_CH,PD,37,44,574,23,95,REF-50788_LEG,Item_Desc_960 [MIG],B880-2024
10,PLANT_NY,GRP_A,CLASS_2,SL_002,MG_CH,VB,22,53,151,24,10,REF-22262_LEG,Item_Desc_961 [MIG],B646-2024
99,PLANT_NY,GRP_B,CLASS_3,SL_OBS,MG_EL,PD,4,54,407,21,53,REF-56133_LEG,Item_Desc_328 [MIG],B613-2024
10,PLANT_NY,GRP_B,CLASS_1,SL_001,MG_ME,PD,19,17,457,13,79,REF-24094_LEG,Item_Desc_258 [MIG],B841-2024
99,PLANT_NY,GRP_C,CLASS_2,SL_002,MG_CH,ND,49,53,381,29,19,REF-71280_LEG,Item_Desc_169 [MIG],B754-2024
10,PLANT_NY,GRP_A,CLASS_1,SL_OBS,MG_ME,VB,94,27,388,25,91,REF-97444_LEG,Item_Desc_323 [MIG],B748-2024
99,PLANT_TX,GRP_A,CLASS_3,SL_002,MG_CH,ND,53,43,401,30,14,REF-30693_LEG,Item_Desc_290 [MIG],B473-2024
10,PLANT_NY,GRP_C,CLASS_3,SL_002,MG_ME,VB,21,23,245,11,44,REF-37123_LEG,Item_Desc_201 [MIG],B582-2024
10,PLANT_TX,GRP_C,CLASS_2,SL_OBS,MG_ME,VB,68,53,183,25,53,REF-75601_LEG,Item_Desc_484 [MIG],B469-2024
10,PLANT_CA,GRP_B,CLASS_2,SL_003,MG_ME,ND,93,28,164,11,97,REF-67115_LEG,Item_Desc_963 [MIG],B120-2024
99,PLANT_TX,GRP_C,CLASS_1,SL_002,MG_ME,ND,94,18,523,15,86,REF-59821_LEG,Item_Desc_984 [MIG],B998-2024
20,PLANT_NY,GRP_B,CLASS_3,SL_OBS,MG_CH,PD,58,46,318,21,90,REF-61021_LEG,Item_Desc_795 [MIG],B283-2024
10,PLANT_TX,GRP_A,CLASS_1,SL_002,MG_CH,PD,91,48,370,17,79,REF-64140_LEG,Item_Desc_52 [MIG],B398-2024
10,PLANT_CA,GRP_A,CLASS_3,SL_OBS,MG_ME,ND,94,25,411,18,30,REF-75645_LEG,Item_Desc_338 [MIG],B396-2024
10,PLANT_TX,GRP_A,CLASS_2,SL_OBS,MG_CH,PD,44,28,554,23,78,REF-39678_LEG,Item_Desc_265 [MIG],B897-2024
99,PLANT_TX,GRP_B,CLASS_1,SL_002,MG_EL,PD,13,36,222,22,39,REF-63593_LEG,Item_Desc_877 [MIG],B855-2024
10,PLANT_TX,GRP_B,CLASS_2,SL_OBS,MG_EL,ND,15,28,241,10,42,REF-94844_LEG,Item_Desc_850 [MIG],B815-2024
10,PLANT_NY,GRP_C,CLASS_1,SL_002,MG_EL,PD,83,27,576,16,98,REF-51857_LEG,Item_Desc_351 [MIG],B219-2024
