Legacy_Ref_ID,Legacy_Qty,Legacy_Weight,Legacy_Cost,Legacy_Safety_Stock,Legacy_Volume,Legacy_Description,Legacy_Batch,Legacy_Status,Legacy_Region,Legacy_Type,Legacy_Priority,Legacy_Warehouse_Code,Legacy_Material_Group,Legacy_Lifecycle
REF-32714,17,11,81,10,98,Item_Desc_387,B109,Closed,West,Raw,Medium,WH02,Mech,Mature
REF-10698,63,11,306,20,72,Item_Desc_229,B636,Closed,North,Finished,Low,WH02,Elec,New
REF-76497,53,25,329,17,75,Item_Desc_121,B685,Hold,South,Raw,Medium,WH03,Mech,Mature
REF-41659,39,17,211,4,51,Item_Desc_887,B214,Active,South,Raw,High,WH99,Elec,Mature
REF-80712,73,33,376,9,74,Item_Desc_575,B629,Active,West,Raw,High,WH03,Mech,EndOL
REF-37843,89,37,199,14,58,Item_Desc_54,B840,Closed,South,Finished,Low,WH99,Chem,EndOL
REF-77470,20,47,457,14,12,Item_Desc_198,B199,Active,North,Finished,High,WH01,Elec,New
REF-17911,6,33,494,17,73,Item_Desc_761,B810,Hold,West,Finished,Medium,WH02,Chem,New
REF-95102,54,48,398,0,29,Item_Desc_308,B830,Closed,South,Service,Medium,WH02,Chem,New
REF-30487,66,42,184,20,38,Item_Desc_459,B470,Hold,North,Raw,High,WH02,Elec,New
REF-27929,25,32,248,20,82,Item_Desc_355,B105,Active,North,Service,Medium,WH01,Mech,New
REF-73421,81,32,346,12,96,Item_Desc_28,B276,Hold,North,Finished,Medium,WH99,Chem,EndOL
REF-27109,35,17,59,18,19,Item_Desc_477,B179,Active,West,Finished,Low,WH02,Elec,Mature
REF-86485,18,14,500,0,95,Item_Desc_86,B231,Active,West,Service,High,WH99,Chem,New
REF-53217,56,33,463,2,13,Item_Desc_448,B565,Closed,South,Service,Low,WH03,Chem,Mature
REF-18646,11,30,434,3,16,Item_Desc_197,B597,Closed,North,Raw,High,WH01,Mech,New
REF-82114,3,21,266,7,61,Item_Desc_848,B324,Hold,North,Raw,Low,WH99,Elec,Mature
REF-71801,39,26,227,4,58,Item_Desc_905,B822,Closed,North,Raw,Low,WH02,Mech,Mature
REF-56259,90,17,58,4,6,Item_Desc_548,B955,Closed,South,Raw,High,WH01,Mech,New
REF-14039,83,32,191,7,92,Item_Desc_11,B812,Active,North,Raw,Medium,WH01,Chem,EndOL
REF-90450,74,33,489,18,88,Item_Desc_976,B213,Active,West,Service,Medium,WH99,Mech,New
REF-28524,26,16,480,14,50,Item_Desc_856,B728,Closed,North,Finished,High,WH03,Chem,EndOL
REF-51692,41,15,90,18,39,Item_Desc_135,B652,Closed,North,Raw,Low,WH01,Mech,EndOL
REF-61986,45,24,82,6,89,Item_Desc_266,B118,Hold,West,Service,Medium,WH99,Chem,New
REF-48986,34,33,312,16,36,Item_Desc_803,B293,Closed,North,Service,Low,WH02,Chem,EndOL
REF-53151,16,44,367,9,30,Item_Desc_522,B937,Active,South,Raw,Medium,WH99,Chem,New
REF-72954,44,22,190,19,24,Item_Desc_18,B576,Active,South,Service,Low,WH01,Chem,New
REF-69002,25,31,187,17,47,Item_Desc_501,B473,Closed,West,Raw,Low,WH01,Chem,New
REF-88306,7,38,54,4,59,Item_Desc_400,B357,Closed,West,Service,Low,WH02,Chem,New
REF-56867,56,14,128,4,27,Item_Desc_979,B125,Hold,West,Raw,High,WH01,Chem,EndOL
REF-43017,92,43,365,10,46,Item_Desc_693,B469,Hold,South,Raw,High,WH03,Mech,New
REF-26152,36,19,68,3,81,Item_Desc_121,B510,Hold,North,Raw,Low,WH01,Mech,EndOL
REF-51484,95,19,126,3,99,Item_Desc_629,B257,Closed,South,Service,Low,WH99,Mech,Mature
REF-63978,57,40,456,9,32,Item_Desc_738,B642,Hold,South,Finished,Medium,WH99,Elec,Mature
REF-25645,89,41,283,3,52,Item_Desc_528,B613,Active,West,Service,Medium,WH99,Chem,EndOL
REF-66913,43,36,429,19,47,Item_Desc_565,B426,Closed,West,Finished,Low,WH02,Chem,New
REF-91671,90,46,425,12,71,Item_Desc_705,B307,Closed,North,Raw,High,WH99,Chem,EndOL
REF-96655,52,42,330,16,62,Item_Desc_442,B705,Hold,West,Raw,High,WH02,Mech,Mature
REF-90344,35,17,418,12,6,Item_Desc_672,B977,Closed,North,Finished,Medium,WH03,Elec,New
REF-38506,92,17,104,2,22,Item_Desc_974,B441,Closed,West,Finished,Low,WH01,Chem,Mature
REF-74535,36,18,297,10,50,Item_Desc_497,B122,Active,West,Service,Medium,WH99,Mech,Mature
REF-76625,89,19,377,16,68,Item_Desc_867,B362,Active,North,Raw,Medium,WH02,Chem,Mature
REF-32017,24,27,387,15,84,Item_Desc_926,B403,Closed,South,Finished,Medium,WH03,Elec,EndOL
REF-43650,100,33,316,20,75,Item_Desc_910,B958,Hold,South,Service,Low,WH01,Chem,EndOL
REF-20941,39,11,226,5,53,Item_Desc_665,B746,Hold,West,Raw,Medium,WH01,Mech,Mature
REF-56867,26,47,75,12,8,Item_Desc_3,B314,Hold,West,Service,Medium,WH99,Elec,New
REF-56656,61,22,172,11,32,Item_Desc_764,B702,Active,South,Raw,Low,WH01,Elec,Mature
REF-48277,52,34,204,10,9,Item_Desc_597,B788,Closed,North,Raw,Medium,WH01,Chem,EndOL
REF-69858,73,26,284,9,92,Item_Desc_827,B992,Active,South,Raw,Low,WH99,Chem,EndOL
REF-81667,61,39,386,2,69,Item_Desc_255,B367,Hold,South,Service,Low,WH02,Chem,New
REF-22124,15,34,314,20,47,Item_Desc_286,B783,Active,South,Service,High,WH99,Chem,New
REF-29626,23,30,496,4,28,Item_Desc_247,B855,Closed,North,Service,Medium,WH02,Chem,Mature
REF-40738,42,48,477,6,81,Item_Desc_379,B553,Closed,South,Finished,Low,WH99,Chem,EndOL
REF-86486,8,27,472,14,14,Item_Desc_765,B459,Active,South,Service,Low,WH99,Chem,EndOL
REF-39721,38,15,98,19,89,Item_Desc_338,B789,Hold,South,Raw,Low,WH03,Elec,Mature
REF-23654,34,41,417,6,32,Item_Desc_33,B760,Closed,West,Finished,Low,WH01,Chem,EndOL
REF-49112,81,11,400,18,12,Item_Desc_309,B171,Hold,West,Raw,Medium,WH03,Chem,New
REF-21988,30,10,487,13,49,Item_Desc_37,B901,Hold,North,Service,Medium,WH99,Elec,New
REF-81101,25,35,136,19,72,Item_Desc_12,B345,Hold,North,Raw,Low,WH01,Chem,EndOL
REF-40784,88,12,96,13,36,Item_Desc_475,B793,Closed,West,Raw,High,WH99,Mech,Mature
REF-73206,41,28,419,4,37,Item_Desc_189,B858,Active,North,Finished,High,WH99,Elec,EndOL
REF-19748,82,44,181,15,36,Item_Desc_670,B414,Hold,North,Service,High,WH99,Mech,EndOL
REF-78635,23,12,255,5,83,Item_Desc_616,B316,Hold,North,Finished,Medium,WH99,Mech,Mature
REF-26897,31,38,289,7,48,Item_Desc_549,B554,Hold,North,Finished,Low,WH01,Chem,EndOL
REF-31017,6,29,311,13,95,Item_Desc_727,B693,Closed,West,Raw,Low,WH01,Chem,Mature
REF-17583,82,19,148,19,33,Item_Desc_470,B377,Closed,North,Raw,Low,WH02,Mech,New
REF-12676,80,43,363,20,57,Item_Desc_575,B256,Hold,South,Raw,Low,WH02,Mech,Mature
REF-83829,52,38,258,0,44,Item_Desc_441,B376,Closed,North,Service,High,WH03,Mech,EndOL
REF-15654,7,15,475,14,14,Item_Desc_450,B348,Closed,North,Finished,Low,WH03,Elec,EndOL
REF-41156,78,29,440,6,6,Item_Desc_137,B837,Active,North,Raw,Medium,WH02,Elec,Mature
REF-70156,62,36,355,6,78,Item_Desc_132,B248,Hold,North,Finished,Medium,WH03,Mech,Mature
REF-36643,8,19,264,10,8,Item_Desc_412,B621,Hold,West,Service,High,WH99,Chem,EndOL
REF-90252,96,45,390,3,80,Item_Desc_518,B229,Active,North,Finished,Low,WH99,Elec,EndOL
REF-88019,23,36,60,19,52,Item_Desc_270,B325,Closed,West,Service,High,WH02,Elec,EndOL
REF-73098,37,17,474,0,58,Item_Desc_455,B167,Active,South,Finished,High,WH01,Elec,Mature
REF-58021,38,18,313,0,24,Item_Desc_72,B477,Active,West,Raw,Medium,WH01,Chem,New
REF-62862,48,22,206,4,89,Item_Desc_961,B357,Hold,South,Service,Medium,WH03,Mech,Mature
REF-84728,7,38,411,15,44,Item_Desc_678,B467,Closed,West,Service,Medium,WH02,Mech,Mature
REF-48834,33,14,431,0,77,Item_Desc_447,B165,Active,West,Service,Medium,WH02,Mech,Mature
REF-27616,82,35,150,19,94,Item_Desc_117,B142,Closed,North,Finished,Medium,WH03,Mech,Mature
REF-56134,64,47,261,13,31,Item_Desc_18,B274,Active,West,Raw,Low,WH01,Mech,New
REF-24489,35,40,259,17,28,Item_Desc_939,B978,Active,North,Raw,Low,WH99,Chem,EndOL
REF-80536,94,37,137,0,49,Item_Desc_627,B589,Closed,South,Service,Low,WH03,Elec,New
REF-86119,10,36,497,9,39,Item_Desc_195,B928,Active,North,Raw,Low,WH02,Chem,New
REF-65819,78,27,281,2,61,Item_Desc_500,B625,Active,South,Raw,Low,WH99,Chem,New
REF-44027,97,43,447,11,39,Item_Desc_140,B684,Hold,North,Finished,Medium,WH02,Elec,Mature
REF-90506,29,11,259,20,36,Item_Desc_146,B680,Closed,North,Finished,Low,WH03,Elec,Mature
REF-54704,89,15,122,9,45,Item_Desc_187,B712,Closed,North,Raw,Medium,WH01,Elec,New
REF-16921,88,27,248,1,78,Item_Desc_886,B964,Hold,West,Service,Low,WH01,Chem,New
REF-10627,44,48,360,7,8,Item_Desc_975,B971,Hold,South,Raw,Medium,WH03,Elec,EndOL
REF-46376,56,33,75,20,29,Item_Desc_268,B421,Closed,North,Raw,Low,WH01,Mech,EndOL
REF-10136,82,38,494,2,100,Item_Desc_978,B554,Hold,North,Raw,High,WH99,Elec,Mature
REF-65764,6,37,484,6,71,Item_Desc_876,B688,Active,North,Service,Medium,WH02,Chem,Mature
REF-64525,42,15,435,12,61,Item_Desc_356,B911,Hold,North,Finished,Low,WH99,Mech,Mature
REF-33774,62,39,450,13,77,Item_Desc_46,B414,Hold,North,Service,High,WH03,Mech,New
REF-32538,57,10,243,4,97,Item_Desc_438,B900,Hold,South,Raw,Medium,WH99,Elec,EndOL
REF-78345,45,11,433,14,63,Item_Desc_623,B448,Closed,North,Finished,Medium,WH99,Mech,New
REF-39433,45,10,88,4,45,Item_Desc_423,B502,Hold,North,Raw,High,WH02,Elec,Mature
REF-10077,10,46,222,16,79,Item_Desc_582,B111,Closed,West,Raw,Medium,WH99,Mech,EndOL
REF-44030,50,38,243,19,66,Item_Desc_808,B665,Closed,North,Raw,Medium,WH03,Elec,EndOL
REF-73822,90,49,392,7,54,Item_Desc_924,B621,Hold,North,Service,High,WH02,Chem,New
REF-79125,47,24,177,18,18,Item_Desc_462,B948,Active,North,Service,Low,WH03,Mech,New
REF-48906,12,34,96,4,40,Item_Desc_57,B913,Hold,West,Finished,High,WH01,Chem,Mature
REF-25309,81,26,240,5,56,Item_Desc_959,B778,Active,North,Service,Low,WH02,Chem,EndOL
REF-80834,60,33,336,13,93,Item_Desc_835,B256,Active,West,Raw,Medium,WH02,Mech,Mature
REF-57540,62,37,493,1,22,Item_Desc_104,B465,Closed,West,Service,High,WH02,Mech,EndOL
REF-29081,11,49,322,0,85,Item_Desc_786,B361,Closed,South,Raw,High,WH03,Chem,Mature
REF-80633,90,33,57,5,37,Item_Desc_350,B831,Closed,West,Raw,Medium,WH03,Mech,New
REF-14569,55,13,255,19,49,Item_Desc_588,B448,Closed,West,Service,High,WH99,Chem,New
REF-13119,1,38,238,12,46,Item_Desc_3,B509,Hold,West,Raw,High,WH03,Elec,EndOL
REF-71026,25,18,302,17,84,Item_Desc_732,B183,Active,West,Service,Medium,WH02,Mech,EndOL
REF-38771,98,39,468,19,29,Item_Desc_192,B598,Closed,West,Raw,Low,WH03,Mech,New
REF-67854,81,44,200,20,93,Item_Desc_708,B555,Closed,South,Finished,High,WH03,Mech,EndOL
REF-96797,38,27,208,0,77,Item_Desc_180,B774,Active,West,Raw,Medium,WH01,Elec,New
REF-63014,66,47,275,14,11,Item_Desc_833,B569,Active,West,Raw,High,WH99,Chem,New
REF-19367,61,13,347,1,47,Item_Desc_607,B860,Active,West,Finished,Medium,WH02,Mech,EndOL
REF-79964,37,25,280,13,99,Item_Desc_928,B817,Hold,North,Raw,High,WH03,Chem,EndOL
REF-29599,21,19,165,6,73,Item_Desc_709,B404,Hold,North,Service,Medium,WH02,Elec,EndOL
REF-39989,60,44,374,18,45,Item_Desc_934,B915,Active,North,Raw,Medium,WH01,Elec,New
REF-55514,78,26,90,10,42,Item_Desc_961,B159,Hold,West,Raw,Medium,WH01,Elec,New
REF-63423,96,29,424,8,65,Item_Desc_539,B155,Active,South,Raw,Low,WH03,Elec,New
REF-52563,84,20,167,20,86,Item_Desc_618,B749,Closed,South,Raw,Low,WH02,Mech,EndOL
REF-46867,36,10,381,4,65,Item_Desc_811,B222,Active,West,Service,High,WH01,Elec,Mature
REF-74803,44,36,77,12,59,Item_Desc_358,B193,Hold,North,Finished,High,WH02,Mech,Mature
REF-36211,62,19,282,15,58,Item_Desc_470,B537,Hold,North,Service,High,WH99,Mech,Mature
REF-44008,69,49,227,5,19,Item_Desc_550,B351,Closed,West,Finished,Low,WH01,Chem,EndOL
REF-58976,40,35,359,4,91,Item_Desc_846,B226,Closed,North,Finished,High,WH01,Chem,EndOL
REF-18717,28,46,455,17,84,Item_Desc_522,B700,Hold,West,Service,Low,WH03,Mech,Mature
REF-84056,62,37,68,3,14,Item_Desc_357,B382,Hold,South,Service,High,WH03,Elec,EndOL
REF-58237,77,50,497,19,85,Item_Desc_368,B936,Active,South,Raw,Low,WH03,Mech,EndOL
REF-41190,20,42,485,5,82,Item_Desc_45,B193,Active,West,Service,Low,WH03,Mech,Mature
REF-80153,94,37,270,8,87,Item_Desc_722,B456,Active,West,Raw,Medium,WH03,Elec,Mature
REF-85003,23,13,473,7,65,Item_Desc_656,B159,Closed,South,Service,Low,WH01,Mech,Mature
REF-87419,43,21,396,8,32,Item_Desc_567,B775,Hold,North,Finished,High,WH02,Chem,New
REF-47848,77,29,148,12,100,Item_Desc_850,B574,Active,South,Raw,Low,WH02,Mech,New
REF-30721,59,38,445,12,31,Item_Desc_64,B130,Active,North,Finished,Low,WH03,Chem,EndOL
REF-75355,77,22,350,4,43,Item_Desc_488,B627,Hold,South,Raw,Low,WH99,Mech,Mature
REF-54419,12,40,414,1,61,Item_Desc_65,B336,Closed,North,Raw,Medium,WH01,Mech,New
REF-66864,40,15,469,8,21,Item_Desc_561,B601,Closed,South,Service,High,WH01,Mech,Mature
REF-10089,68,32,164,14,48,Item_Desc_492,B292,Closed,North,Finished,Low,WH99,Elec,Mature
REF-53727,88,49,202,20,82,Item_Desc_281,B808,Active,North,Finished,Medium,WH02,Elec,Mature
REF-88053,23,42,365,5,38,Item_Desc_904,B425,Closed,North,Service,Low,WH03,Chem,Mature
REF-25323,100,22,253,4,54,Item_Desc_145,B722,Active,South,Raw,High,WH02,Elec,EndOL
REF-57623,82,25,72,13,55,Item_Desc_261,B445,Hold,South,Service,Medium,WH02,Chem,Mature
REF-46582,58,31,223,9,76,Item_Desc_528,B776,Active,North,Raw,Low,WH03,Chem,EndOL
REF-66919,90,37,265,18,57,Item_Desc_553,B172,Closed,South,Raw,Low,WH02,Elec,New
REF-75840,69,39,184,2,60,Item_Desc_245,B638,Hold,West,Finished,High,WH01,Mech,EndOL
REF-61723,57,11,237,13,92,Item_Desc_774,B190,Hold,West,Finished,Low,WH01,Elec,New
REF-89714,59,42,430,10,10,Item_Desc_955,B665,Hold,North,Raw,Low,WH02,Chem,Mature
REF-26591,57,40,121,2,18,Item_Desc_37,B450,Hold,North,Finished,High,WH03,Mech,Mature
REF-16939,58,13,283,0,80,Item_Desc_134,B363,Hold,South,Raw,Medium,WH01,Chem,New
REF-92753,3,20,138,10,9,Item_Desc_126,B360,Active,South,Finished,Low,WH99,Chem,New
REF-34971,31,33,309,1,100,Item_Desc_543,B830,Hold,South,Raw,High,WH02,Mech,Mature
REF-18146,62,11,372,4,60,Item_Desc_29,B617,Closed,South,Service,Low,WH03,Mech,New
REF-61163,100,15,436,15,63,Item_Desc_870,B706,Hold,West,Raw,Low,WH99,Mech,New
REF-87527,78,45,140,3,23,Item_Desc_361,B248,Active,North,Service,High,WH02,Elec,Mature
REF-86068,60,45,81,4,24,Item_Desc_943,B790,Hold,West,Finished,High,WH01,Chem,Mature
REF-68588,34,11,492,13,43,Item_Desc_796,B160,Closed,South,Finished,Low,WH01,Mech,Mature
REF-52052,56,44,287,1,55,Item_Desc_693,B144,Active,West,Raw,High,WH99,Chem,New
REF-49404,1,34,221,7,98,Item_Desc_455,B544,Active,South,Service,Low,WH01,Mech,Mature
REF-78528,97,30,300,1,87,Item_Desc_527,B534,Active,West,Raw,Low,WH99,Elec,New
REF-63278,54,33,487,18,74,Item_Desc_925,B141,Active,North,Finished,Medium,WH01,Elec,New
REF-24566,49,21,250,14,39,Item_Desc_840,B129,Active,North,Service,High,WH01,Elec,New
REF-11759,83,12,80,8,80,Item_Desc_28,B743,Closed,North,Service,Medium,WH99,Chem,Mature
REF-83264,22,29,218,0,65,Item_Desc_202,B186,Active,North,Finished,Low,WH99,Chem,EndOL
REF-25371,28,29,470,18,72,Item_Desc_826,B397,Active,South,Finished,Low,WH99,Chem,Mature
REF-98834,94,32,344,18,83,Item_Desc_330,B809,Closed,West,Service,Low,WH02,Mech,New
REF-63731,56,31,182,3,83,Item_Desc_409,B148,Hold,North,Raw,Medium,WH02,Mech,Mature
REF-23034,84,42,457,9,39,Item_Desc_259,B290,Closed,North,Service,Medium,WH03,Elec,Mature
REF-35925,49,44,308,11,15,Item_Desc_655,B767,Hold,South,Service,High,WH01,Mech,New
REF-98353,82,10,123,1,47,Item_Desc_399,B962,Active,West,Finished,Medium,WH02,Chem,EndOL
REF-19122,85,16,101,0,38,Item_Desc_643,B464,Active,West,Raw,High,WH02,Mech,Mature
REF-51647,34,46,498,16,90,Item_Desc_149,B569,Closed,North,Raw,Medium,WH99,Mech,EndOL
REF-92505,82,36,342,15,70,Item_Desc_625,B219,Hold,West,Finished,Medium,WH02,Chem,New
REF-73446,11,28,197,19,27,Item_Desc_294,B379,Active,North,Service,Low,WH01,Mech,New
REF-73213,16,20,150,17,43,Item_Desc_145,B490,Active,North,Service,Low,WH02,Mech,New
REF-76574,58,32,468,13,91,Item_Desc_662,B596,Active,West,Raw,Medium,WH99,Elec,EndOL
REF-33156,75,21,296,6,31,Item_Desc_266,B593,Active,South,Service,High,WH99,Mech,Mature
REF-32251,69,40,90,11,40,Item_Desc_43,B109,Hold,West,Service,Medium,WH03,Mech,New
REF-95458,27,37,439,3,68,Item_Desc_246,B763,Active,North,Service,High,WH99,Mech,EndOL
REF-68019,80,43,404,8,58,Item_Desc_788,B338,Hold,South,Raw,High,WH99,Mech,Mature
REF-34973,67,16,453,0,20,Item_Desc_559,B611,Closed,West,Finished,Medium,WH99,Chem,New
REF-45186,83,19,360,15,63,Item_Desc_678,B860,Hold,South,Finished,Medium,WH02,Elec,Mature
REF-13159,27,13,151,12,22,Item_Desc_254,B726,Closed,West,Service,Low,WH01,Chem,Mature
REF-41758,20,25,254,10,37,Item_Desc_693,B867,Closed,West,Service,Medium,WH02,Mech,Mature
REF-46808,10,14,272,7,9,Item_Desc_39,B543,Active,West,Service,Medium,WH01,Mech,Mature
REF-78071,60,39,376,9,19,Item_Desc_215,B599,Hold,South,Service,High,WH02,Mech,Mature
REF-82102,97,21,173,15,100,Item_Desc_589,B394,Hold,North,Raw,High,WH01,Chem,EndOL
REF-56106,94,39,191,16,67,Item_Desc_506,B887,Hold,South,Service,Low,WH03,Chem,Mature
REF-12902,23,23,482,19,99,Item_Desc_74,B684,Closed,North,Service,High,WH99,Elec,EndOL
REF-10528,83,26,350,9,83,Item_Desc_69,B722,Closed,North,Finished,Low,WH01,Chem,Mature
REF-69599,99,43,103,4,47,Item_Desc_655,B522,Hold,South,Raw,Medium,WH01,Elec,New
REF-92192,78,14,211,9,100,Item_Desc_522,B639,Closed,West,Finished,Medium,WH99,Chem,EndOL
REF-20414,28,41,191,17,92,Item_Desc_571,B580,Closed,South,Raw,High,WH03,Elec,EndOL
REF-83954,52,40,183,2,36,Item_Desc_406,B173,Closed,South,Finished,Medium,WH03,Mech,Mature
REF-34681,94,14,486,3,22,Item_Desc_650,B341,Hold,West,Raw,High,WH02,Mech,EndOL
REF-32569,89,22,373,16,91,Item_Desc_924,B952,Active,West,Service,High,WH99,Mech,New
REF-80074,58,12,284,10,64,Item_Desc_95,B477,Hold,South,Service,Medium,WH03,Chem,Mature
REF-17242,92,39,196,4,63,Item_Desc_673,B914,Active,South,Service,High,WH02,Elec,New
REF-94764,68,46,408,19,92,Item_Desc_319,B832,Closed,North,Finished,Low,WH01,Chem,EndOL
REF-68422,3,41,229,10,91,Item_Desc_18,B778,Closed,South,Raw,Medium,WH02,Chem,New
REF-45644,7,39,171,13,82,Item_Desc_252,B635,Active,North,Service,Low,WH02,Chem,Mature
REF-40892,96,38,405,15,63,Item_Desc_432,B311,Active,North,Service,Low,WH02,Mech,New
REF-90055,84,12,426,20,17,Item_Desc_944,B624,Hold,North,Service,Low,WH01,Chem,EndOL
REF-75280,19,23,83,7,39,Item_Desc_69,B774,Active,South,Finished,High,WH02,Chem,Mature
REF-11157,57,48,187,0,66,Item_Desc_758,B750,Hold,North,Raw,Low,WH99,Elec,EndOL
REF-30168,9,23,265,2,39,Item_Desc_888,B319,Hold,North,Raw,Medium,WH01,Elec,EndOL
REF-88547,41,21,206,11,71,Item_Desc_831,B768,Active,South,Raw,Low,WH03,Chem,EndOL
REF-59458,3,28,407,7,60,Item_Desc_769,B701,Closed,South,Service,Medium,WH01,Chem,Mature
REF-33346,31,44,304,14,36,Item_Desc_966,B571,Closed,West,Finished,Medium,WH99,Mech,EndOL
REF-63960,6,16,151,15,27,Item_Desc_757,B731,Active,South,Service,Medium,WH01,Elec,EndOL
REF-54857,86,35,363,7,26,Item_Desc_831,B823,Closed,South,Raw,Medium,WH99,Mech,Mature
REF-33355,84,25,438,19,84,Item_Desc_487,B447,Active,West,Finished,High,WH01,Chem,Mature
REF-32829,94,46,402,1,81,Item_Desc_358,B364,Closed,West,Raw,Medium,WH02,Chem,New
REF-30727,90,12,362,19,97,Item_Desc_360,B513,Closed,South,Service,Low,WH03,Elec,Mature
REF-48456,7,47,318,2,88,Item_Desc_984,B862,Closed,West,Service,Medium,WH03,Mech,New
REF-57323,10,28,389,15,27,Item_Desc_714,B533,Closed,West,Finished,Medium,WH99,Chem,EndOL
REF-74150,41,41,221,20,59,Item_Desc_626,B861,Closed,North,Service,Low,WH01,Mech,New
REF-69525,91,34,301,16,8,Item_Desc_938,B695,Hold,West,Raw,High,WH03,Elec,Mature
REF-84212,97,11,401,9,86,Item_Desc_868,B305,Active,West,Finished,Low,WH99,Chem,EndOL
REF-63087,30,11,233,19,81,Item_Desc_786,B497,Closed,West,Raw,High,WH03,Mech,EndOL
REF-73010,80,10,229,13,36,Item_Desc_531,B335,Hold,North,Raw,High,WH01,Chem,New
REF-85268,99,12,393,9,27,Item_Desc_895,B970,Closed,North,Service,High,WH99,Elec,Mature
REF-61524,88,17,444,15,64,Item_Desc_198,B396,Hold,North,Raw,Medium,WH02,Mech,Mature
REF-51808,69,33,385,12,9,Item_Desc_972,B817,Hold,North,Service,Low,WH02,Elec,New
REF-96518,30,22,282,12,44,Item_Desc_13,B224,Closed,North,Service,Medium,WH02,Mech,EndOL
REF-69915,87,33,143,19,79,Item_Desc_874,B713,Hold,West,Raw,Medium,WH02,Elec,Mature
REF-49284,95,15,163,13,48,Item_Desc_71,B180,Active,West,Raw,Medium,WH03,Mech,EndOL
REF-85424,4,36,249,13,63,Item_Desc_153,B509,Active,West,Finished,Low,WH03,Chem,Mature
REF-43542,13,45,100,20,38,Item_Desc_290,B859,Active,North,Raw,High,WH02,Elec,EndOL
REF-98890,57,24,219,20,81,Item_Desc_150,B171,Active,North,Finished,High,WH01,Chem,Mature
REF-20640,57,13,336,4,85,Item_Desc_961,B797,Active,South,Finished,Medium,WH01,Elec,EndOL
REF-39046,92,34,495,18,72,Item_Desc_813,B320,Active,South,Service,Low,WH03,Elec,Mature
REF-44117,37,17,489,17,96,Item_Desc_849,B630,Closed,North,Raw,Medium,WH03,Mech,New
REF-41870,21,19,82,8,72,Item_Desc_579,B812,Active,West,Raw,Low,WH02,Chem,EndOL
REF-77965,89,37,300,17,74,Item_Desc_308,B936,Hold,North,Raw,High,WH01,Elec,New
REF-64468,97,33,223,8,77,Item_Desc_152,B893,Hold,West,Service,Low,WH01,Chem,Mature
REF-63624,55,19,93,16,12,Item_Desc_592,B165,Closed,South,Raw,Low,WH01,Elec,New
REF-49933,16,20,478,19,64,Item_Desc_829,B356,Closed,South,Finished,High,WH01,Mech,Mature
REF-15332,81,25,403,7,99,Item_Desc_332,B496,Closed,South,Raw,Low,WH99,Chem,EndOL
REF-80637,94,40,295,7,88,Item_Desc_52,B357,Hold,South,Raw,High,WH99,Mech,New
REF-68012,92,43,485,19,96,Item_Desc_893,B482,Hold,West,Finished,Medium,WH02,Chem,New
REF-36754,43,14,302,18,12,Item_Desc_562,B495,Closed,West,Service,High,WH01,Chem,New
REF-17439,29,44,339,2,36,Item_Desc_176,B698,Closed,West,Finished,High,WH03,Mech,EndOL
REF-34867,75,21,442,19,15,Item_Desc_297,B390,Active,South,Service,High,WH03,Mech,EndOL
REF-92014,17,29,400,12,48,Item_Desc_714,B859,Active,South,Raw,Medium,WH03,Elec,Mature
REF-98244,51,43,249,7,91,Item_Desc_218,B405,Active,South,Service,Low,WH03,Chem,EndOL
REF-15800,40,10,339,18,42,Item_Desc_48,B990,Hold,South,Service,High,WH99,Mech,Mature
REF-35812,11,37,388,16,99,Item_Desc_580,B415,Closed,South,Service,High,WH01,Chem,EndOL
REF-95424,97,46,66,14,64,Item_Desc_177,B270,Active,West,Finished,High,WH99,Elec,Mature
REF-77031,66,20,457,19,12,Item_Desc_926,B292,Hold,West,Finished,High,WH01,Chem,EndOL
REF-91446,50,27,390,8,94,Item_Desc_47,B771,Closed,West,Finished,Low,WH99,Mech,Mature
REF-60681,37,22,293,7,23,Item_Desc_143,B911,Active,North,Finished,Low,WH99,Chem,EndOL
REF-59121,97,24,496,2,64,Item_Desc_836,B759,Active,North,Service,Medium,WH01,Mech,EndOL
REF-88851,29,45,171,2,75,Item_Desc_9,B925,Active,South,Raw,Low,WH01,Chem,Mature
REF-44784,55,49,203,3,36,Item_Desc_644,B706,Active,West,Service,Medium,WH99,Mech,New
REF-26122,80,44,138,13,9,Item_Desc_119,B489,Closed,North,Raw,Low,WH02,Mech,Mature
REF-37552,19,38,219,9,29,Item_Desc_238,B751,Closed,West,Finished,Medium,WH99,Chem,Mature
REF-28190,5,13,249,7,24,Item_Desc_119,B384,Hold,North,Raw,Low,WH03,Elec,New
REF-50784,33,12,424,7,22,Item_Desc_19,B953,Hold,South,Service,Medium,WH03,Chem,New
REF-18397,47,23,394,20,84,Item_Desc_158,B290,Closed,South,Finished,High,WH01,Elec,EndOL
REF-72368,49,40,273,5,31,Item_Desc_538,B991,Hold,West,Finished,High,WH01,Mech,Mature
REF-26241,79,19,374,11,67,Item_Desc_418,B144,Hold,South,Finished,Low,WH99,Chem,New
REF-33816,46,35,369,5,98,Item_Desc_889,B318,Hold,West,Raw,Low,WH01,Chem,EndOL
REF-78088,14,37,200,19,90,Item_Desc_488,B901,Closed,West,Raw,Low,WH03,Elec,Mature
REF-22586,25,36,414,14,27,Item_Desc_58,B997,Hold,North,Raw,Low,WH01,Mech,Mature
